gle read:2.00 | controller signal:1300.40 | 
17:38:17.233 -> angle read:23.00 | controller signal:1687.00 | 
17:38:17.267 -> angle read:23.00 | controller signal:1687.00 | 
17:38:17.337 -> angle read:23.00 | controller signal:1689.00 | 
17:38:17.372 -> angle read:24.00 | controller signal:1689.00 | 
17:38:17.442 -> angle read:23.00 | controller signal:1689.00 | 
17:38:17.477 -> angle read:23.00 | controller signal:1691.00 | 
17:38:17.512 -> angle read:24.00 | controller signal:1691.00 | 
17:38:17.582 -> angle read:24.00 | controller signal:1691.00 | 
17:38:17.616 -> angle read:25.00 | controller signal:1682.40 | 
17:38:17.684 -> angle read:25.00 | controller signal:1682.40 | 
17:38:17.718 -> angle read:25.00 | controller signal:1683.00 | 
17:38:17.787 -> angle read:26.00 | controller signal:1683.00 | 
17:38:17.822 -> angle read:25.00 | controller signal:1683.00 | 
17:38:17.891 -> angle read:26.00 | controller signal:1683.00 | 
17:38:17.926 -> angle read:27.00 | controller signal:1672.40 | 
17:38:17.961 -> angle read:26.00 | controller signal:1672.40 | 
17:38:18.030 -> angle read:27.00 | controller signal:1672.40 | 
17:38:18.065 -> angle read:27.00 | controller signal:1671.00 | 
17:38:18.135 -> angle read:27.00 | controller signal:1671.00 | 
17:38:18.169 -> angle read:27.00 | controller signal:1671.00 | 
17:38:18.238 -> angle read:27.00 | controller signal:1669.00 | 
17:38:18.273 -> angle read:26.00 | controller signal:1669.00 | 
17:38:18.308 -> angle read:26.00 | controller signal:1672.30 | 
17:38:18.377 -> angle read:26.00 | controller signal:1672.30 | 
17:38:18.412 -> angle read:25.00 | controller signal:1676.30 | 
17:38:18.480 -> angle read:25.00 | controller signal:1676.30 | 
17:38:18.514 -> angle read:25.00 | controller signal:1676.00 | 
17:38:18.584 -> angle read:25.00 | controller signal:1676.00 | 
17:38:18.619 -> angle read:25.00 | controller signal:1676.00 | 
17:38:18.689 -> angle read:24.00 | controller signal:1681.30 | 
17:38:18.724 -> angle read:24.00 | controller signal:1681.30 | 
17:38:18.757 -> angle read:24.00 | controller signal:1681.30 | 
17:38:18.827 -> angle read:24.00 | controller signal:1682.00 | 
17:38:18.861 -> angle read:24.00 | controller signal:1682.00 | 
17:38:18.931 -> angle read:24.00 | controller signal:1683.00 | 
17:38:18.966 -> angle read:24.00 | controller signal:1683.00 | 
17:38:19.036 -> angle read:24.00 | controller signal:1684.00 | 
17:38:19.071 -> angle read:25.00 | controller signal:1684.00 | 
17:38:19.106 -> angle read:25.00 | controller signal:1679.70 | 
17:38:19.175 -> angle read:25.00 | controller signal:1679.70 | 
17:38:19.210 -> angle read:25.00 | controller signal:1680.00 | 
17:38:19.278 -> angle read:26.00 | controller signal:1680.00 | 
17:38:19.313 -> angle read:26.00 | controller signal:1674.70 | 
17:38:19.383 -> angle read:26.00 | controller signal:1674.70 | 
17:38:19.417 -> angle read:26.00 | controller signal:1674.70 | 
17:38:19.485 -> angle read:26.00 | controller signal:1674.00 | 
17:38:19.519 -> angle read:26.00 | controller signal:1674.00 | 
17:38:19.589 -> angle read:26.00 | controller signal:1673.00 | 
17:38:19.624 -> angle read:26.00 | controller signal:1673.00 | 
17:38:19.659 -> angle read:26.00 | controller signal:1672.00 | 
17:38:19.729 -> angle read:25.00 | controller signal:1672.00 | 
17:38:19.763 -> angle read:26.00 | controller signal:1672.00 | 
17:38:19.833 -> angle read:25.00 | controller signal:1676.30 | 
17:38:19.867 -> angle read:26.00 | controller signal:1676.30 | 
17:38:19.937 -> angle read:25.00 | controller signal:1676.00 | 
17:38:19.972 -> angle read:25.00 | controller signal:1676.00 | 
17:38:20.007 -> angle read:25.00 | controller signal:1676.00 | 
17:38:20.077 -> angle read:25.00 | controller signal:1676.00 | 
17:38:20.112 -> angle read:25.00 | controller signal:1676.00 | 
17:38:20.182 -> angle read:25.00 | controller signal:1676.00 | 
17:38:20.217 -> angle read:24.00 | controller signal:1676.00 | 
17:38:20.285 -> angle read:25.00 | controller signal:1676.00 | 
17:38:20.320 -> angle read:25.00 | controller signal:1676.00 | 
17:38:20.355 -> angle read:25.00 | controller signal:1676.00 | 
17:38:20.425 -> angle read:26.00 | controller signal:1670.70 | 
17:38:20.459 -> angle read:25.00 | controller signal:1670.70 | 
17:38:20.529 -> angle read:25.00 | controller signal:1675.30 | 
17:38:20.564 -> angle read:25.00 | controller signal:1675.30 | 
17:38:20.633 -> angle read:25.00 | controller signal:1675.30 | 
17:38:20.668 -> angle read:26.00 | controller signal:1669.70 | 
17:38:20.703 -> angle read:25.00 | controller signal:1669.70 | 
17:38:20.773 -> angle read:25.00 | controller signal:1674.30 | 
17:38:20.808 -> angle read:25.00 | controller signal:1674.30 | 
17:38:20.877 -> angle read:25.00 | controller signal:1674.00 | 
17:38:20.912 -> angle read:25.00 | controller signal:1674.00 | 
17:38:20.982 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.016 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.086 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.121 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.155 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.225 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.260 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.329 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.363 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.433 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.467 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.536 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.570 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.605 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.674 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.709 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.778 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.813 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.883 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.918 -> angle read:25.00 | controller signal:1674.00 | 
17:38:21.953 -> angle read:25.00 | controller signal:1674.00 | 
17:38:22.023 -> angle read:26.00 | controller signal:1668.70 | 
17:38:22.058 -> angle read:25.00 | controller signal:1668.70 | 
17:38:22.127 -> angle read:25.00 | controller signal:1673.30 | 
17:38:22.162 -> angle read:25.00 | controller signal:1673.30 | 
17:38:22.232 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.267 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.336 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.371 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.406 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.475 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.510 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.580 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.615 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.685 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.720 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.754 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.824 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.858 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.928 -> angle read:25.00 | controller signal:1673.00 | 
17:38:22.963 -> angle read:24.00 | controller signal:1673.00 | 
17:38:23.033 -> angle read:25.00 | controller signal:1673.00 | 
17:38:23.068 -> angle read:25.00 | controller signal:1673.00 | 
17:38:23.103 -> angle read:25.00 | controller signal:1673.00 | 
17:38:23.173 -> angle read:25.00 | controller signal:1673.00 | 
17:38:23.208 -> angle read:25.00 | controller signal:1673.00 | 
17:38:23.277 -> angle read:25.00 | controller signal:1673.00 | 
17:38:23.312 -> angle read:24.00 | controller signal:1678.30 | 
17:38:23.382 -> angle read:25.00 | controller signal:1678.30 | 
17:38:23.417 -> angle read:25.00 | controller signal:1673.70 | 
17:38:23.452 -> angle read:25.00 | controller signal:1673.70 | 
17:38:23.522 -> angle read:25.00 | controller signal:1674.00 | 
17:38:23.557 -> angle read:24.00 | controller signal:1674.00 | 
17:38:23.626 -> angle read:25.00 | controller signal:1674.00 | 
17:38:23.661 -> angle read:25.00 | controller signal:1674.00 | 
17:38:23.730 -> angle read:25.00 | controller signal:1674.00 | 
17:38:23.765 -> angle read:25.00 | controller signal:1674.00 | 
17:38:23.800 -> angle read:25.00 | controller signal:1674.00 | 
17:38:23.870 -> angle read:25.00 | controller signal:1674.00 | 
17:38:23.905 -> angle read:25.00 | controller signal:1674.00 | 
17:38:23.974 -> angle read:24.00 | controller signal:1674.00 | 
17:38:24.008 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.078 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.113 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.183 -> angle read:24.00 | controller signal:1674.00 | 
17:38:24.217 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.252 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.322 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.356 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.426 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.461 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.531 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.566 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.600 -> angle read:24.00 | controller signal:1674.00 | 
17:38:24.670 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.705 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.774 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.809 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.879 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.914 -> angle read:25.00 | controller signal:1674.00 | 
17:38:24.983 -> angle read:25.00 | controller signal:1674.00 | 
17:38:25.018 -> angle read:25.00 | controller signal:1674.00 | 
17:38:25.053 -> angle read:24.00 | controller signal:1679.30 | 
17:38:25.122 -> angle read:25.00 | controller signal:1679.30 | 
17:38:25.157 -> angle read:25.00 | controller signal:1674.70 | 
17:38:25.227 -> angle read:25.00 | controller signal:1674.70 | 
17:38:25.262 -> angle read:25.00 | controller signal:1675.00 | 
17:38:25.331 -> angle read:25.00 | controller signal:1675.00 | 
17:38:25.366 -> angle read:25.00 | controller signal:1675.00 | 
17:38:25.400 -> angle read:25.00 | controller signal:1675.00 | 
17:38:25.470 -> angle read:25.00 | controller signal:1675.00 | 
17:38:25.503 -> angle read:24.00 | controller signal:1680.30 | 
17:38:25.573 -> angle read:25.00 | controller signal:1680.30 | 
17:38:25.608 -> angle read:25.00 | controller signal:1680.30 | 
17:38:25.678 -> angle read:25.00 | controller signal:1675.70 | 
17:38:25.712 -> angle read:25.00 | controller signal:1675.70 | 
17:38:25.781 -> angle read:25.00 | controller signal:1676.00 | 
17:38:25.816 -> angle read:25.00 | controller signal:1676.00 | 
17:38:25.850 -> angle read:25.00 | controller signal:1676.00 | 
17:38:25.919 -> angle read:25.00 | controller signal:1676.00 | 
17:38:25.954 -> angle read:25.00 | controller signal:1676.00 | 
17:38:26.023 -> angle read:24.00 | controller signal:1681.30 | 
17:38:26.058 -> angle read:25.00 | controller signal:1681.30 | 
17:38:26.128 -> angle read:25.00 | controller signal:1676.70 | 
17:38:26.163 -> angle read:25.00 | controller signal:1676.70 | 
17:38:26.231 -> angle read:25.00 | controller signal:1676.70 | 
17:38:26.266 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.301 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.371 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.406 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.476 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.511 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.580 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.613 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.648 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.717 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.752 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.821 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.856 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.926 -> angle read:25.00 | controller signal:1677.00 | 
17:38:26.961 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.029 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.064 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.098 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.167 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.202 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.272 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.306 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.375 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.409 -> angle read:25.00 | controller signal:1677.00 | 
17:38:27.444 -> angle read:24.00 | controller signal:1682.30 | 
17:38:27.514 -> angle read:24.00 | controller signal:1682.30 | 
17:38:27.548 -> angle read:25.00 | controller signal:1682.30 | 
17:38:27.618 -> angle read:25.00 | controller signal:1677.70 | 
17:38:27.653 -> angle read:25.00 | controller signal:1677.70 | 
17:38:27.721 -> angle read:25.00 | controller signal:1678.00 | 
17:38:27.756 -> angle read:25.00 | controller signal:1678.00 | 
17:38:27.825 -> angle read:26.00 | controller signal:1672.70 | 
17:38:27.860 -> angle read:25.00 | controller signal:1672.70 | 
17:38:27.895 -> angle read:25.00 | controller signal:1677.30 | 
17:38:27.965 -> angle read:25.00 | controller signal:1677.30 | 
17:38:27.999 -> angle read:25.00 | controller signal:1677.30 | 
17:38:28.069 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.103 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.173 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.208 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.243 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.313 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.348 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.418 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.453 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.522 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.557 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.627 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.662 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.697 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.766 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.801 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.870 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.905 -> angle read:25.00 | controller signal:1677.00 | 
17:38:28.975 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.009 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.044 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.114 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.149 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.218 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.253 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.323 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.357 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.427 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.461 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.496 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.566 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.599 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.668 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.703 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.773 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.808 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.877 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.912 -> angle read:25.00 | controller signal:1677.00 | 
17:38:29.947 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.014 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.049 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.119 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.153 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.223 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.258 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.293 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.362 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.397 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.467 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.502 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.572 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.607 -> angle read:24.00 | controller signal:1677.00 | 
17:38:30.675 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.709 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.744 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.814 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.849 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.919 -> angle read:25.00 | controller signal:1677.00 | 
17:38:30.954 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.023 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.058 -> angle read:24.00 | controller signal:1677.00 | 
17:38:31.091 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.160 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.195 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.264 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.298 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.368 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.402 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.470 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.505 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.540 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.609 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.643 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.713 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.748 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.818 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.852 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.922 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.957 -> angle read:25.00 | controller signal:1677.00 | 
17:38:31.992 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.062 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.097 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.167 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.201 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.270 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.304 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.339 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.408 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.443 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.513 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.548 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.616 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.651 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.721 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.756 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.791 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.861 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.896 -> angle read:25.00 | controller signal:1677.00 | 
17:38:32.965 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.000 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.070 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.105 -> angle read:24.00 | controller signal:1677.00 | 
17:38:33.140 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.209 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.244 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.314 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.347 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.417 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.452 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.487 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.556 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.591 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.661 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.696 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.765 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.800 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.870 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.905 -> angle read:25.00 | controller signal:1677.00 | 
17:38:33.940 -> angle read:25.00 | controller signal:1677.00 | 
17:38:34.010 -> angle read:25.00 | controller signal:1677.00 | 
17:38:34.044 -> angle read:25.00 | controller signal:1677.00 | 
17:38:34.113 -> angle read:24.00 | controller signal:1682.30 | 
17:38:34.148 -> angle read:25.00 | controller signal:1682.30 | 
17:38:34.216 -> angle read:25.00 | controller signal:1677.70 | 
17:38:34.251 -> angle read:24.00 | controller signal:1677.70 | 
17:38:34.320 -> angle read:25.00 | controller signal:1678.00 | 
17:38:34.355 -> angle read:25.00 | controller signal:1678.00 | 
17:38:34.390 -> angle read:25.00 | controller signal:1678.00 | 
17:38:34.459 -> angle read:25.00 | controller signal:1678.00 | 
17:38:34.493 -> angle read:25.00 | controller signal:1678.00 | 
17:38:34.563 -> angle read:26.00 | controller signal:1672.70 | 
17:38:34.598 -> angle read:25.00 | controller signal:1672.70 | 
17:38:34.668 -> angle read:25.00 | controller signal:1677.30 | 
17:38:34.703 -> angle read:25.00 | controller signal:1677.30 | 
17:38:34.738 -> angle read:25.00 | controller signal:1677.30 | 
17:38:34.808 -> angle read:25.00 | controller signal:1677.00 | 
17:38:34.842 -> angle read:25.00 | controller signal:1677.00 | 
17:38:34.910 -> angle read:25.00 | controller signal:1677.00 | 
17:38:34.944 -> angle read:25.00 | controller signal:1677.00 | 
17:38:35.014 -> angle read:25.00 | controller signal:1677.00 | 
17:38:35.049 -> angle read:24.00 | controller signal:1682.30 | 
17:38:35.119 -> angle read:24.00 | controller signal:1682.30 | 
17:38:35.154 -> angle read:24.00 | controller signal:1683.00 | 
17:38:35.189 -> angle read:25.00 | controller signal:1683.00 | 
17:38:35.258 -> angle read:25.00 | controller signal:1678.70 | 
17:38:35.293 -> angle read:25.00 | controller signal:1678.70 | 
17:38:35.363 -> angle read:25.00 | controller signal:1678.70 | 
17:38:35.398 -> angle read:26.00 | controller signal:1673.70 | 
17:38:35.468 -> angle read:25.00 | controller signal:1673.70 | 
17:38:35.503 -> angle read:30.00 | controller signal:1651.80 | 
17:38:35.537 -> angle read:25.00 | controller signal:1651.80 | 
17:38:35.606 -> angle read:24.00 | controller signal:1651.80 | 
17:38:35.641 -> angle read:25.00 | controller signal:1674.50 | 
17:38:35.711 -> angle read:25.00 | controller signal:1674.50 | 
17:38:35.746 -> angle read:25.00 | controller signal:1673.00 | 
17:38:35.814 -> angle read:25.00 | controller signal:1673.00 | 
17:38:35.849 -> angle read:25.00 | controller signal:1673.00 | 
17:38:35.918 -> angle read:25.00 | controller signal:1673.00 | 
17:38:35.952 -> angle read:25.00 | controller signal:1673.00 | 
17:38:35.987 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.056 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.090 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.160 -> angle read:24.00 | controller signal:1673.00 | 
17:38:36.195 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.265 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.300 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.334 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.404 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.439 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.509 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.544 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.613 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.647 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.716 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.751 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.786 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.856 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.891 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.961 -> angle read:25.00 | controller signal:1673.00 | 
17:38:36.996 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.064 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.099 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.134 -> angle read:24.00 | controller signal:1673.00 | 
17:38:37.204 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.239 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.309 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.344 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.414 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.447 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.516 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.551 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.586 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.656 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.691 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.761 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.796 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.865 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.900 -> angle read:25.00 | controller signal:1673.00 | 
17:38:37.935 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.005 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.040 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.110 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.145 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.180 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.248 -> angle read:28.00 | controller signal:1673.00 | 
17:38:38.283 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.353 -> angle read:24.00 | controller signal:1673.00 | 
17:38:38.388 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.458 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.492 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.561 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.596 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.631 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.701 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.736 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.806 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.841 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.911 -> angle read:25.00 | controller signal:1673.00 | 
17:38:38.945 -> angle read:24.00 | controller signal:1673.00 | 
